name,category,address,locality,pincode,lat,lng,phone,email,website,google_rating,review_count,first_review_year,size_proxy,owner_or_chain,standalone_building,amenity_power_backup,maintenance_rate,outage_keyword_hits,outage_quotes,solar_visible,fm_company,rera_id,source_urls,corridor,icp,score,tier
Maruti Suzuki Showroom - NIT Industrial Area,car dealership,"Plot No. 17-A, NIT Industrial Area, NIT, Faridabad, Haryana 121001","NIT, Faridabad",121001,,,,,https://www.marutisuzuki.com/dealer-showrooms-in-faridabad,,,,,Maruti Suzuki,,,,,,,,,https://www.marutisuzuki.com/dealer-showrooms-in-faridabad | https://www.carwale.com/dealer-showrooms/maruti-suzuki/faridabad/,faridabad,commercial,67,B
Maruti Suzuki Showroom - Sector 27,car dealership,"14/4, Pocket B, Main Mathura Delhi Road, NH-19, opposite Mewla Maharajpur Metro Station, Sector 27, Faridabad, Haryana","Sector 27, Faridabad",,,,,,,,,,,Maruti Suzuki,,,,,,,,,https://www.carbike360.com/car-dealers/maruti/faridabad,faridabad,commercial,67,B
Maruti Suzuki Showroom - Sector 86,car dealership,"Shop No-1 to 4, Commercial Site, Adore Happy Homes, Budena Village, Sector-86, Faridabad, Haryana","Sector 86, Faridabad",,,,,,,,,,,Maruti Suzuki,,,,,,,,,https://www.carbike360.com/car-dealers/maruti/faridabad,faridabad,commercial,67,B
NEXA (Autonation),car dealership,"Adore, Sector 86, Faridabad","Sector 86, Faridabad",,,,,,https://www.nexaofadoresector86.com/,,,,,Maruti Suzuki NEXA / Autonation,,,,,,,,,https://www.nexaofadoresector86.com/,faridabad,commercial,67,B
NEXA - Pasco Automobiles,car dealership,"Sohna Gurgaon Road, Gurgaon",Sohna Road,,,,,,https://www.nexaofsohna.com/,,,,,Maruti Suzuki NEXA - Pasco Automobiles,,,,,,,,,https://www.nexaofsohna.com/,gurgaon,commercial,67,B
Pitcrew Car Service Center,car service center,,Sohna Road / Sector 57,,,,,,https://www.pitcrew.co.in/car-service-center/gurgaon/,,,,,Pitcrew,,,,,,,,,https://www.pitcrew.co.in/car-service-center/gurgaon/,gurgaon,commercial,67,B
Prime Honda,car dealership,"Ansal Plaza, Main Link Road, Vaishali, opposite Dabur Factory, Ghaziabad, Uttar Pradesh 201019",Vaishali,201019,,,,,https://www.primehonda.com/outlet/showroom-ansal-plaza-mall-vaishali-ghaziabad.html,,,,,Honda Cars India,,,,,,,,,https://www.primehonda.com/outlet/showroom-ansal-plaza-mall-vaishali-ghaziabad.html,ghaziabad,commercial,67,B
Rana Motors (Maruti Suzuki NEXA),car dealership,"Shop No. A-2, Golden-I, Plot No. 11, Techzone-4, Greater Noida West, Uttar Pradesh - 203201","Techzone 4, Greater Noida West",203201,,,,,https://www.nexaofgoldenigrnoida.com/,,,,,Maruti Suzuki NEXA,,,,,,,,,https://www.nexaofgoldenigrnoida.com/,gn_west,commercial,67,B
Regent Garage Private Limited,car service workshop,,Faridabad,,,,,,,,,,,,,,,,,,,,https://m.indiamart.com/regent-garage,faridabad,commercial,67,B
Reliance Digital - North India Mall,electronics showroom,"No 10A, 11, 12 & 14, North India Mall, Vaibhav Khand, Indirapuram, Ghaziabad, 201014",Indirapuram,201014,,,,,https://www.reliancedigitalstores.in/reliance-digital-north-india-mall-electronics-retail-and-repair-shop-indirapuram-ghaziabad-558959/Home,,,,,Reliance Retail,,,,,,,,,https://www.reliancedigitalstores.in/reliance-digital-north-india-mall-electronics-retail-and-repair-shop-indirapuram-ghaziabad-558959/Home,ghaziabad,commercial,67,B
Renault Sohna Road,car dealership,"JMD Galleria, Sohna Road, Sector 48, near Subhash Chowk, Gurgaon",Sector 48 / Sohna Road,,,,,,,,,,,Renault,,,,,,,,,https://www.cardekho.com/renault/gurgaon/cardealers/renault-sohna-road-183752.htm | https://www.carz4sale.in/new-car-showrooms/dealer/renault/haryana/gurgaon/6175/renault-sohna-road,gurgaon,commercial,67,B
Royaloak Furniture (Sohna Road / Sector 69),furniture showroom,"No 1079 & 1013, Badshahpur Sohna Rd Hwy, Opposite SD Memorial Hospital, Sector 69, Badshahpur, Gurugram","Sector 69, Gurgaon",,,,,,,,,,,regional_chain,,,,,,,,,https://stores.royaloakindia.com/royaloak-furniture-sohna-road-home-furniture-shop-sector-69-badshahpur-gurugram-427218/Home,gurgaon,commercial,67,B
Sagar Motors (Tata Motors Showroom),car_dealership_showroom,"Plot No-247/4, D Block, Sector 63, Noida, Uttar Pradesh 201301",Sector 63,201301,,,,,https://www.sagarmotorsindia.com/,4.6,5541,,Tata Motors car showroom + workshop + bodyshop,regional_chain,y,,,0,,,,,https://dealer-locator.cars.tatamotors.com/tata-motors-cars-showroom-sagar-motors-sector-63-car-dealer-sector-63-noida-132480/Home | https://www.sagarmotorsindia.com/outlet/showroom-sec-63-noida.html,noida,commercial,67,B
Sagar Motors (Tata Motors),car dealership,,Greater Noida West,,,,,,https://dealer-locator.cars.tatamotors.com/tata-motors-cars-showroom-sagar-motors-greater-noida-west-car-dealer-greater-noida-west-greater-noida-423114/Home,,,,,Tata Motors,,,,,,,,,https://dealer-locator.cars.tatamotors.com/tata-motors-cars-showroom-sagar-motors-greater-noida-west-car-dealer-greater-noida-west-greater-noida-423114/Home,gn_west,commercial,67,B
Saluja Kia,car dealership,,"NIT, Faridabad",,,,,,https://kiaindia-dealers.com/kia-car-showroom-saluja-kia-faridabad-saluja-kia-car-dealer-nit-faridabad-386788/Contact-Us,,,,,Kia,,,,,,,,,https://kiaindia-dealers.com/kia-car-showroom-saluja-kia-faridabad-saluja-kia-car-dealer-nit-faridabad-386788/Contact-Us,faridabad,commercial,67,B
Samsung Experience Store - Digi Connect,electronics showroom,"No 29, Ground Floor, Gaur City Mall, PN CIB/GH/01, Sector 4, Noida, UP 201309","Gaur City Mall, Sector 4, Greater Noida West",201309,,,,,https://www.samsungexclusivestores.in/samsung-experience-store-digi-connect-gaur-city-mall-mobile-phone-shop-sector-4-noida-146704/Home,,,,,Samsung,,,,,,,,,https://www.samsungexclusivestores.in/samsung-experience-store-digi-connect-gaur-city-mall-mobile-phone-shop-sector-4-noida-146704/Home,gn_west,commercial,67,B
Shivam Bibal Electricals,electronics showroom,"Shop No. Lg-277, Gaur City Center, Near Charmurti, Greater Noida","Gaur City Center, Ek Murti Chowk area, Greater Noida West",,,,,,https://m.indiamart.com/shivam-bibal-electricals,,,,,,,,,,,,,,https://m.indiamart.com/shivam-bibal-electricals,gn_west,commercial,67,B
Sohna Honda,two-wheeler dealership,"Delhi Alwar Road, near Damdama More, Sohna, Gurgaon",Sohna Road (Sohna),,,,9813156539,,,,,,,Honda,,,,,,,,,https://www.bikes4sale.in/new-bike-showrooms/dealer/honda/haryana/gurgaon/2656/sohna-honda,gurgaon,commercial,67,B
Spinny Car Hub,car dealership,"Sector 49, Gurgaon",Sector 49,,,,,,,,,,118+ cars available,Spinny,,,,,,,,,https://www.carwale.com/used/gurgaon/dealers/,gurgaon,commercial,67,B
Suzuki Two-Wheeler Dealer - Industrial Area,two-wheeler dealership,"Industrial Area No-3/3, Bata Hardware Road, Industrial Area, NIT, Faridabad, Haryana 121001","NIT, Faridabad",121001,,,,,,,,,,Suzuki Motorcycle India,,,,,,,,,https://www.autox.com/new-bikes/dealer/suzuki/faridabad/,faridabad,commercial,67,B
Suzuki Two-Wheeler Dealer - Neelam-Bata Road,two-wheeler dealership,"Plot No.-35A, BP, Neelam-Bata Road, NIT, Faridabad, Haryana 121001","NIT, Faridabad",121001,,,,,,,,,,Suzuki Motorcycle India,,,,,,,,,https://www.bikewale.com/dealer-showrooms/suzuki/faridabad/,faridabad,commercial,67,B
TCS Autoworld,car service workshop,,Faridabad,,,,,,https://www.tcsautoworld.com/,,,,,Maruti Suzuki (authorised service),,,,,,,,,https://www.tcsautoworld.com/ | https://m.indiamart.com/tcs-autoworld/products-and-services.html,faridabad,commercial,67,B
TVS - BD Motors,two-wheeler dealership,"Subhash Chowk, Sohna Road, Islampur, Sector 38, Gurugram",Sohna Road / Sector 38,,,,+918879757630,,https://dealers.tvsmotor.com/tvs-motors/tvs-bd-motors-two-wheeler-dealer-sector-38-gurugram-330054/Contact-Us,,,,,TVS Motor,,,,,,,,,https://dealers.tvsmotor.com/tvs-motors/tvs-bd-motors-two-wheeler-dealer-sector-38-gurugram-330054/Contact-Us,gurgaon,commercial,67,B
TVS - Balaji Motors,two-wheeler dealership,"Budhena, Sector 86, Faridabad","Sector 86, Faridabad",,,,,,https://dealers.tvsmotor.com/tvs-motors/tvs-balaji-motors-two-wheeler-dealer-budhena-sector-86-faridabad-198854/Contact-Us,,,,,TVS Motor,,,,,,,,,https://dealers.tvsmotor.com/tvs-motors/tvs-balaji-motors-two-wheeler-dealer-budhena-sector-86-faridabad-198854/Contact-Us,faridabad,commercial,67,B
TVS - Yash Marketing,two-wheeler dealership,"Ground Floor, Shakti Khand 3, Plot No 324, Near St Teresa School, Indirapuram, Ghaziabad",Indirapuram,,,,,,https://dealers.tvsmotor.com/tvs-motors/tvs-yash-marketing-two-wheeler-dealer-indirapuram-ghaziabad-242196/Home,,,,,TVS Motor,,,,,,,,,https://dealers.tvsmotor.com/tvs-motors/tvs-yash-marketing-two-wheeler-dealer-indirapuram-ghaziabad-242196/Home,ghaziabad,commercial,67,B
Tata Motors Showroom - Magan Wheels,car dealership,"Sector 86, Faridabad","Sector 86, Faridabad",,,,,,https://dealer-locator.cars.tatamotors.com/tata-motors-cars-showroom-magan-wheels-faridabad-car-dealer-sector-86-faridabad-470984/Contact-Us,,,,,Tata Motors,,,,,,,,,https://dealer-locator.cars.tatamotors.com/tata-motors-cars-showroom-magan-wheels-faridabad-car-dealer-sector-86-faridabad-470984/Contact-Us,faridabad,commercial,67,B
Tata Showroom - Niho Scottish Mall,car dealership,"Niho Scottish Mall, Sohna Road, Gurgaon",Sohna Road,,,,,,,,,,,Tata Motors,,,,,,,,,https://www.justdial.com/Gurgaon/Car-Dealers-Tata-in-Sohna-Road/nct-10076173,gurgaon,commercial,67,B
VehicleCare Reliable Auto Mechanic Works,car service center,"Sohna Road Area, Central Park Li, Sector 48, Gurgaon",Sector 48 / Sohna Road,,,,,,https://vehiclecare.in/stores/car-workshop-in-sohna-road-gurgaon-332,,,,,VehicleCare,,,,,,,,,https://vehiclecare.in/stores/car-workshop-in-sohna-road-gurgaon-332,gurgaon,commercial,67,B
Vijay Sales,electronics showroom,"Crown Plaza, 29km Milestone, Sector 15A","Sector 15A, Faridabad",,,,,,https://stores.vijaysales.com/vijay-sales-faridabad-electronics-retail-and-repair-shop-sector-15a-faridabad-280987/Home,,,,,Vijay Sales,,,,,,,,,https://stores.vijaysales.com/vijay-sales-faridabad-electronics-retail-and-repair-shop-sector-15a-faridabad-280987/Home,faridabad,commercial,67,B
Vijay Sales - Gaur Chowk,electronics showroom,"Plot No 21, Artha Mart, Tech Zone 4, Gaur Chowk, Greater Noida","Gaur Chowk, Tech Zone IV, Greater Noida West",,,,,,https://stores.vijaysales.com/vijay-sales-gaur-chowk-electronics-retail-and-repair-shop-gaur-chowk-greater-noida-388931/Home,,,,,Vijay Sales,,,,,,,,,https://stores.vijaysales.com/vijay-sales-gaur-chowk-electronics-retail-and-repair-shop-gaur-chowk-greater-noida-388931/Home,gn_west,commercial,67,B
VinFast Noida (Sector 137),car_dealership_showroom,"Shop No. 4, Ground Level, Near Sector 137 Metro Station, Sector 137, Noida, Uttar Pradesh 201301",Sector 137,201301,,,7800055003,,https://evindia.online/dealer-profile/vinfast-showroom-noida-sector-137,,,,VinFast electric-vehicle showroom (Expressway belt),,n,,,0,,,,,https://www.cardekho.com/vinfast/noida/cardealers/vinfast-noida-287281.htm | https://evindia.online/dealer-profile/vinfast-showroom-noida-sector-137,noida,commercial,67,B
Vipul Motors (Maruti Suzuki Arena),car dealership,"Gf-1, Aarza Square-1, Sector-4, Gaur City, Greater Noida West","Sector 4, Gaur City, Greater Noida West",,,,9810773813,,https://www.arenaofgaurcity.com/,,,,,Maruti Suzuki Arena,,,,,,,,,https://www.arenaofgaurcity.com/,gn_west,commercial,67,B
Vipul Motors Maruti Suzuki ARENA,car_dealership_showroom,"Plot H-163, Sector 63 Road, H Block, Sector 63, Noida, Uttar Pradesh 201301",Sector 63,201301,,,+91 80 6251 0006,,https://www.arenaofnoidasec63.com/,,,2012,"Maruti Suzuki ARENA showroom, opened 2012 (dealer group's 2nd Arena outlet)",regional_chain,y,,,0,,,,,https://www.arenaofnoidasec63.com/ | https://www.cardekho.com/maruti/noida/cardealers/vipul-motors-pvtltd-176587.htm,noida,commercial,67,B
Vipul Motors NEXA (Maruti Suzuki),car_dealership_showroom,"H-153, Sector 63 Road, H Block, Sector 63, Noida, Uttar Pradesh 201301",Sector 63,201301,,,,,https://www.nexaofsector63noida.com/,4.3,6078,,"Maruti Suzuki NEXA showroom + workshop; dealer group operates 22 showrooms/11 service centers across Noida, Jaipur, Gurgaon, Dausa",regional_chain,y,,,0,,,,,https://www.justdial.com/Delhi/Vipul-Motors-Pvt-Ltd-Noida-Sector-63/011PXX11-XX11-120728165100-I1W1_BZDET/reviews | https://www.nexaofsector63noida.com/,noida,commercial,67,B
Amrapali Nursing Home,nursing home,,"Techzone 4, Greater Noida West",,,,,,,,,,,owner,,,,,,,,,https://www.99acres.com/techzone-4-greater-noida-west-greater-noida-overview-piffid | https://unrealinvestors.com/techzone-4-greater-noida-westgreater-noida-extension/ | https://karocare.in/greater-noida,gn_west,commercial,65,B
Anand Multispeciality Hospital,hospital,"Near Kendriya Vihar, Sector 56, Gurgaon","Sector 56, Gurgaon",,,,,,,,,,,owner,,,,,,,,,https://www.justdial.com/Gurgaon/Anand-Multispeciality-Hospital-Near-Kendriya-Vihar-Gurgaon-Sector-56/011PXX11-XX11-130130150753-R6U4_BZDET,gurgaon,commercial,65,B
Arogaya Hospital,hospital,,"Techzone 4, Greater Noida West",,,,,,,,,,,owner,,,,,,,,,https://www.99acres.com/techzone-4-greater-noida-west-greater-noida-overview-piffid | https://unrealinvestors.com/techzone-4-greater-noida-westgreater-noida-extension/ | https://karocare.in/greater-noida,gn_west,commercial,65,B
Baba Medical and Diagnostic Centre,diagnostic lab,"KB 02, FNG Road, Sector 63A, Noida, Uttar Pradesh","Sector 63A, Noida",,,,,,,3.5,38,,,owner,n,,,0,,,,,https://www.practo.com/noida/clinic/baba-medical-and-diagnostic-kb-02-sector63a-2 | https://doctorc.in/diagnostic-centers/noida/baba-medical-and-diagnostic-centre-sector-63-a/,noida,commercial,65,B
Bansal Hospital,hospital,,Raj Nagar Extension,,,,,,,,,,,owner,,,,,,,,,https://www.bajajfinservhealth.in/hospitals/ghaziabad/hospitals-in-rajnagar-extension,ghaziabad,commercial,65,B
Chandra Laxmi Hospital,hospital,"Plot No. 336,337,338,340 Kali Mandir, Yashoda Marg, Sector 4, Vaishali, Ghaziabad",Vaishali,201010,,,8750068708,info@chandralaxmihospitals.com,,,,,,owner,,,,,,,,,https://www.hexahealth.com/ghaziabad/hospital/chandra-laxmi-hospital,ghaziabad,commercial,65,B
Chetram Paisal Nursing Home,nursing home,"Near Chetram Market, Sector 63, Noida, Uttar Pradesh","Sector 63, Noida",,,,,,,,,,,owner,,,,0,,,,,https://www.justdial.com/Noida/Chetram-Paisal-Nursing-Home-Near-By-Chetram-Market-Noida-Sector-63/011PXX11-XX11-201026104916-L3E7_BZDET,noida,commercial,65,B
Complete Eye Care,eye hospital,"Sector 49, Gurgaon","Sector 49, Gurgaon",,,,,,,,,,,owner,,,,,,,,,https://www.practo.com/gurgaon/clinic/complete-eye-care-gurgaon-sector-49,gurgaon,commercial,65,B
Curomax Hospital,hospital,"A10, Opposite Step By Step School, Sector 132, Noida, Uttar Pradesh, 201304","Sector 132, Noida",201304,,,8069194444,,https://www.plumint.com/curomax-hospital-4843/,4.6,2452,,,owner,y,,,0,,,,,https://www.justdial.com/Noida/Curomax-Hospital-Opposite-Step-By-Step-School-Noida-Sector-132/011PXX11-XX11-221217223311-R5B7_BZDET,noida,commercial,65,B
Family Health Care Hospital,hospital,,Raj Nagar Extension,,,,,,,,,,,owner,,,,,,,,,https://www.bajajfinservhealth.in/hospitals/ghaziabad/hospitals-in-rajnagar-extension,ghaziabad,commercial,65,B
Felix Hospital,private hospital,"Sector 137, Noida, Uttar Pradesh",Sector 137,,,,9667064100,,https://www.felixhospital.com,,,,,owner,,,,,,,,,https://www.felixhospital.com/ophthalmology,noida,commercial,65,B
Ganpati Hospital And Maternity Centre,maternity centre,"Main Dadri Road, Salarpur, Bhangel, Near Agrasen Plaza Market, Sector 108, Noida, Uttar Pradesh, 201304","Sector 108, Noida",201304,,,,,,,,,,owner,,,,0,,,,,https://www.mappls.com/place-ganpati+hospital+&+maternity+centre-sector+108-main+dadri+road-salarpur-bhangel-near+agrasen+plaza+market-noida-uttar+pradesh-201304-qcgv4d | https://www.practo.com/noida/hospital/ganpati-hospital-salarpur-kalan,noida,commercial,65,B
Global Hospital,hospital,,"Sector 4, Greater Noida West",,,,,,,,,,,owner,,,,,[],,,,https://karocare.in/greater-noida,gn_west,commercial,65,B
Goyal Hospital And Maternity Centre,maternity centre,"Prem Vihar, Khora Colony, Sector 62, Noida, Uttar Pradesh, 201309","Sector 62, Noida",201309,,,,,,,,,,owner,,,,0,,,,,https://www.justdial.com/Noida/Goyal-Hospital-And-Maternity-Centre-Noida-Sector-62/011PXX11-XX11-241202201327-S3Z2_BZDET | https://www.medindia.net/directories/hospitals/goyal-hospital-and-maternity-centre-gautam-buddh-nagar-uttar-pradesh-101246.htm,noida,commercial,65,B
Health Quest Imaging and Diagnostics,diagnostic_lab,"Sector 84, Gurugram",Sector 84,,,,,,https://www.hqdiagnostic.com/gurugram-sector-84,,,,,owner,,,,,[],,,,https://www.hqdiagnostic.com/gurugram-sector-84,gurgaon,commercial,65,B
ICARE Eye Hospital,eye centre,"01, 02, Sector 63 Rd, A Block, Sector 63, Hazratpur Wajidpur, Noida, Uttar Pradesh, 201306","Sector 63, Noida",201306,,,01202477600,,,3.4,12,,,owner,y,,,0,,,,,https://www.sulekha.com/icare-eye-hospital-sector-63-noida-4323202-contact-address | https://www.practo.com/noida/hospital/icare-eye-hospital-postgraduate-institute-sector-63,noida,commercial,65,B
Kashvi Multispeciality Center,hospital,,"Techzone 4, Greater Noida West",,,,,,,,,,,owner,,,,,,,,,https://www.99acres.com/techzone-4-greater-noida-west-greater-noida-overview-piffid | https://unrealinvestors.com/techzone-4-greater-noida-westgreater-noida-extension/ | https://karocare.in/greater-noida,gn_west,commercial,65,B
Keshav Dhanwanti Hospital,hospital,,"Techzone 4, Greater Noida West",,,,,,,,,,,owner,,,,,,,,,https://www.99acres.com/techzone-4-greater-noida-west-greater-noida-overview-piffid | https://unrealinvestors.com/techzone-4-greater-noida-westgreater-noida-extension/ | https://karocare.in/greater-noida,gn_west,commercial,65,B
Lifeline Hospital,hospital,"Pusta Road, Chotpur, Chhijarsi, Sector 63, Noida, Uttar Pradesh, 201301","Sector 63, Noida",201301,,,,,,,,,,owner,y,,,0,,,,,https://www.sulekha.com/lifeline-hospital-sector-63-noida-contact-address | https://www.medindia.net/directories/hospitals/life-line-hospital-noida-uttar-pradesh-43653.htm,noida,commercial,65,B
Maitri Lab Collection Center,diagnostic_lab,"Shop No GF-147, Gaur City Center, Near Char Murti Golchakkar, Sector-4","Gaur City, Greater Noida West",,,,,,,,,,,owner,,,,,[],,,,https://dir.indiamart.com/greater-noida/diagnostic-lab.html | https://www.secondmedic.com/lab/diagnostic-centres-in-noida/noida-extension,gn_west,commercial,65,B
Malwati Nursing Home,nursing home,,"Gaur City 2, Greater Noida",,,,,,,,,,,owner,,,,,,,,,https://www.justdial.com/Greater-Noida/Health-Care-Centres-in-Gaur-City-2/nct-10244464 | https://karocare.in/greater-noida,gn_west,commercial,65,B
Miraya Clinic,maternity centre,"1st Floor, Sethi Mart, Sector 150, Noida, Uttar Pradesh, 201304","Sector 150, Noida",201304,,,,,,4.5,89,,,owner,n,,,0,,,,,https://www.hexahealth.com/noida/hospital/miraya-clinic-sector-150,noida,commercial,65,B
NUmed Super Speciality Hospital,hospital,,Greater Noida (near Techzone 4),,,,,,https://www.numedhospital.com/best-multispeciality-hospital-greater-noida,,,,,owner,,,,,,,,,https://www.numedhospital.com/best-multispeciality-hospital-greater-noida | https://karocare.in/greater-noida,gn_west,commercial,65,B
National Eye Centre,eye hospital,"Sector 57, Gurgaon","Sector 57, Gurgaon",,,,,,,,,,,owner,,,,,,,,,https://www.practo.com/gurgaon/hospital/national-eye-centre-gurgaon-sector-57,gurgaon,commercial,65,B
Om Arpan Nursing Home,nursing home,"Shop No. D-8, Anil Vihar, Khora Colony, Sector 62A, Noida, Uttar Pradesh, 201301","Sector 62, Noida",201301,,,,,,,,,,owner,n,,,0,,,,,https://www.lybrate.com/noida/clinic/om-arpan-nursing-home-sector-62 | https://www.justdial.com/Noida/Om-Arpan-Nursing-Home-Oppsite-Zila-Sahkari-Bank-Khora-Colony-Anil-Vihar-Khora-Colony-Noida/011PX120-X120-110228154206-H5X7_BZDET,noida,commercial,65,B
Pawani Hospital,hospital,"Near Gati Office, Main Garhi Road, Sector 63, Noida, Uttar Pradesh","Sector 63, Noida",,,,,,,2.5,3,,,owner,y,,,0,,,,,https://www.sulekha.com/pawani-hospital-sector-63-noida-contact-address | https://www.justdial.com/Noida/Pawani-Hospital-Near-Gati-Office-Noida-Sector-63/011PXX11-XX11-140723121032-Z9R2_BZDET,noida,commercial,65,B
Preventia Clinic,hospital,"FF1, 1st Floor, Street 76 Complex, Sector 76, Noida, Uttar Pradesh","Sector 76, Noida",,,,,,https://preventiaclinic.com/,4.7,90,,,owner,n,,,0,,,,,https://www.hexahealth.com/noida/hospital/preventia-clinic-sector-76 | https://preventiaclinic.com/,noida,commercial,65,B
RN Hospital,nursing home / maternity hospital,"Sector 62, Noida, Uttar Pradesh 201303","Sector 62, Noida",201303,,,,,,,,,,owner,,,,,,,,,https://www.sulekha.com/rn-hospital-sector-62-noida-contact-address,noida,commercial,65,B
Raghavendra Hospital,hospital,,Raj Nagar Extension,,,,,,,,,,,owner,,,,,,,,,https://www.bajajfinservhealth.in/hospitals/ghaziabad/hospitals-in-rajnagar-extension,ghaziabad,commercial,65,B
Ratan Lal Hospital,hospital,,"Gaur City 2, Greater Noida",,,,,,,,,,,owner,,,,,,,,,https://www.justdial.com/Greater-Noida/Health-Care-Centres-in-Gaur-City-2/nct-10244464 | https://karocare.in/greater-noida,gn_west,commercial,65,B
SSB Heart and Multispecialty Hospital,hospital,"Plot No 69, Sector 20A, near Neelam Flyover, Ajronda Chowk, Faridabad - 121001","Sector 20A, Faridabad",121001,,,,,,,,,,owner,,,,,,,,,https://www.justdial.com/Delhi/SSB-Heart-and-Multispecialty-Hospital-Near-Neelam-FlyoverAjronda-Chowk-Faridabad-Sector-20a/011PK013885_BZDET,faridabad,commercial,65,B
Samvit Hospital,hospital,"#1, Sohna Road, Islampur, Near Rajiv Chowk, Near Air Force Police Station, Gurgaon-122001","Sohna Road, Islampur",122001,,,,,,,,,,owner,,,,,[],,,,https://www.justdial.com/Delhi/Hospitals-in-Sohna-Road/nct-10253670 | https://www.bajajfinservhealth.in/hospitals/gurgaon/hospitals-in-sohna-road,gurgaon,commercial,65,B
Shivalaya Hospital,hospital,"Plot No. 137, near SPR Society, Bathola/Bhataula Village, Sector 82, Faridabad, Haryana 121007","Sector 82, Greater Faridabad",121007,,,,,,,,,20-bed facility,owner,,,,,,,,,https://www.practo.com/faridabad/hospital/shivalaya-hospital-1-sector-82/about | https://www.hexahealth.com/faridabad/hospital/shivalaya-hospital-sector-82 | https://www.justdial.com/Faridabad/Shivalaya-Hospital-Faridabad-Sector-82/011PXX11-XX11-231109100445-X5Z6_BZDET,faridabad,commercial,65,B
Shri Ram Singh Multispeciality Hospital,hospital,"Vikas Marg, Sector 70, Opposite OIDB Bhawan, Noida, Uttar Pradesh, 201301","Sector 70, Noida",201301,,,+91-8971172563,,https://www.shriramsinghhospital.com/,4.7,50,,,owner,y,,,0,,,,,https://www.practo.com/noida/hospital/shri-ram-singh-multispeciality-hospital-sector-70-1 | https://www.shriramsinghhospital.com/contact,noida,commercial,65,B
Shyam Hospital,hospital,,Raj Nagar Extension,,,,,,,,,,,owner,,,,,,,,,https://www.practo.com/ghaziabad/hospital/shyam-hospital-new-raj-nagar,ghaziabad,commercial,65,B
Sparsh Medicare & Trauma Centre,hospital,"Shakti Khand-III, Plot No. 54, Indirapuram, Ghaziabad",Indirapuram,,,,,,,,,,,owner,,,,,,,,,https://homenursing.services/blog/hospital-bed-on-rent-in-indirapuram-vasundhara-vaishali-ghaziabad,ghaziabad,commercial,65,B
The Clinic,hospital,"Shop No. 103, Elite Mart, Elite Homes, Sector 77, Noida, Uttar Pradesh, 201301","Sector 77, Noida",201301,,,,,,4.2,98,,,owner,n,,,0,,,,,https://www.hexahealth.com/noida/hospital/the-clinic-sector-77 | https://www.practo.com/noida/clinic/the-clinic-47-sector-77,noida,commercial,65,B
Trinity Medicare - A Super Speciality Clinic,hospital,"Opposite Pathways School, Near Livspace, Hazipur, Sector 104, Noida, Uttar Pradesh, 201301","Sector 104, Noida",201301,,,,,,4.5,94,,,owner,,,,0,,,,,https://www.hexahealth.com/noida/hospital/trinity-medicare-sector-104 | https://www.clinicspots.com/clinic/trinity-medicare-a-super-speciality-clinic,noida,commercial,65,B
Vaishali Diagnostics Center,diagnostic_lab,"Near Mother Dairy Road, Vaishali Sector 2, Ghaziabad",Vaishali,,,,,,,,,,,owner,,,,,,,,,https://www.justdial.com/Ghaziabad/Vaishali-Diagnostics-Center-Near-Mother-Dairy-Road-Vaishali-Sector-2/011PXX11-XX11-130123115713-G7R2_BZDET,ghaziabad,commercial,65,B
Yatharth Super Speciality Hospital,private hospital,"Sector 110, Noida, Uttar Pradesh 201301",Sector 110,201301,,,,,https://www.yatharthhospitals.com/hospital/noida,,,,,owner,,,,,,,,,https://www.yatharthhospitals.com/hospital/noida | https://www.sulekha.com/yatharth-super-speciality-hospital-sector-110-noida-contact-address,noida,commercial,65,B
Ambar Palms Aravali,banquet hall,,"Sohna Road, Gurgaon",,,,,,,,,,33 rooms; capacity 100-600 guests,,,,,,,,,,https://www.wedmegood.com/vendors/gurgaon/wedding-venues/sohna-road/banquet-hall/,gurgaon,commercial,64,B
Ashirwad Restaurant and Banquet,banquet hall,"SCO No 18,19,20, Near Laxmi Narayan Mandir, Huda Market, Sector 16","Sector 16, Faridabad",,,,,,,,,,,,,,,,,,,,https://www.getyourvenue.com/faridabad/local-area/neelam-bata-road-banquet-halls/,faridabad,commercial,64,B
Aurum Conventions and Resort,banquet hall,,"Sohna Road, Gurgaon",,,,,,,,,,20 rooms; capacity 60-2000 guests,,,,,,,,,,https://www.wedmegood.com/vendors/gurgaon/wedding-venues/sohna-road/banquet-hall/,gurgaon,commercial,64,B
Cheetal Garden,banquet hall,,Faridabad,,,,,,,,,,,,,,,,,,,,https://www.sloshout.com/faridabad/banquet-halls-wedding-venues/,faridabad,commercial,64,B
Crossroads Banquets Conventions,banquet hall,"Sohna Road, Gurgaon","Sohna Road, Gurgaon",,,,,,,,,,100 rooms; capacity 150-1200 guests,,,,,,,,,,https://www.weddingwire.in/banquet-halls/crossroads-banquets-conventions-sohna-road-gurgaon--e423750,gurgaon,commercial,64,B
Deep Grand Banquet,banquet hall,"Sector-3A, Vaishali",Vaishali,,,,,,,,,,,,,,,,,,,,https://www.wedmegood.com/vendors/delhi-ncr/wedding-venues/vaishali/,ghaziabad,commercial,64,B
Exotic Garden,banquet hall,Indirapuram,Indirapuram,,,,,,,,,,,,,,,,,,,,https://weddingbanquets.in/banquet-halls/ghaziabad/indirapuram,ghaziabad,commercial,64,B
